sku,rating,good points,bad points
NAADC60023,"[8, 8, 9]","['de vele zakken en de kleur.', 'Compacte rugzak voor een wandeling of dag uit, alles past er in en dan nog ruimte over', 'Compacte dagrugzak met groot draagcomfort. Het extra vak aan de bovenkant is heel handig.']","['dat er geen regenhoesje in zit.', 'Het zou fijn zijn als het grote compartiment optioneel in 2 delen te splitsen is.']"
NAADC60023,"[8, 9, 5]","['Erg handig en functionele tas', 'Draagcomfort', 'Tas zit goed aan je heupen. Rug wordt goed geventileerde. Voorkant zakken zijn super handig. Schouders worden blij van.']","['Nog niks', 'Geen', ""Als je een water systeem gebruikt (Osprey hydraulics), dan rest van de tas is niet goed te gebruiken. Zo'n 2,5liter water zak is heel moeilijk in en uit te halen en hij maakt de kleine binnen zakken bijna ongebruikelijk want alles wordt gedrukt binnen door de water zak. Moeilijk zo gewicht goed te verdelen want andere zware dingen worden weg van de rug gedrukt door de zak. Ook te weinig compartimenten, er is geen goede plek voor een boek/gids recht, wrijving-vrij en tegen je rug te houden (zware dingen moeten zoveel mogelijk naast je rug blijven).""]"
NAADC60023,"[9, 9, 8]","['Super draagcomfort en de vakjes aan de zijkant van je heupgordel waar je gemakkelijk bij kan als je de rugzak op je rug hebt, bijvoorbeeld voor je telefoon.', 'Hoed draagcomfort en instelbaarheid', 'Goed af te stellen op mijn lichaam']","[""In de rugzak zit 1 klein vakje, het had fijner geweest als er nog een vakje in zou zitten zodat je de spullen beter kunt ordenen. Maar de rugzak heeft zo'n goede draagcomfort dat dit minimale verbeterpunt geen invloed zou hebben als ik opnieuw een keuze zou moeten maken."", 'Weinig vakken in binnencompartiment', 'Nog niet ontdekt']"
NAADC60023,"[9, 9, 9]","['Comfortabel en veel ruimte', 'De ruglengte van de tas is instelbaar, daardoor is dit een van de weinige tassen die lekker op mijn rug past. Op de kleinste stand is deze tas kort genoeg om precies in mijn rug en niet op mijn heup te vallen. Met 20L is de dag ook erg ruim voor een klein model.', 'Zeer comfortabel']","['Bij regen wordt de binnenkant erg snel nat', 'Geen', 'Waterzak van 2,5 liter gaat er niet gemakkelijk in']"
NAADC60023,"[9, 8, 10]","['Rugzak is ruim genoeg voor een flinke dagtocht.\nVoldoende vakken, ook met rits.', 'Draagcomfort.', 'Eigenlijk alles. Het is een geweldige rugzak, alsof je niets op je rug hebt. Hij is heel goed verstelbaar, zodat het gewicht prima verdeel aar is']",['Ik heb eerlijk nog geen verbetering punten gevonden.']
B42A390790,[10],"['Super handig formaat, heel degelijk gebouwd']",['Niks']
NAADC80007,"[10, 8, 9]","['Prima en een goed draagcomfort', 'Erg comfortabel te dragen, fijne rugzak die je lang kan dragen.']","['Meer vakjes binnen in de rugzak. Door het frame draagt de rugzak erg comfortabel, maar blijft deze niet uit zichzelf rechtop staan. De dunne stof maakt hem lichtgewicht maar voelt beetje kwetsbaar vanwege de dikte.', 'Design']"
NAADC60023,"[8, 8, 7]","['ruim vak\nfijne afstelbare schouderbanden\nhandig klein bovenvakje', 'Dames uitvoering verstelbaar rugpand.', 'Handig kleine dagrugzak met een fijn heupbandje. Ik neem het mee, wanneer ik een excursie geef van ongeveer 2 uur. Of een dagje naar een stad ga.\n\nVoor mij is het te klein voor een dagwandeling, zeker om van alles mee te nemen.\n\nBen wel zeer tevreden over het gewicht en de mogelijkheden.']","['geen regenhoes', 'Had graag binnen in de tas wat extra vakken met rits sluiting voor kleine spullen.', 'Op 1 van de schouderbanden zit voor mij een nutteloos zakje. En jammer dat er geen regenhoes bij zit.']"
NAADF00001,"[10, 8, 9]","['Na 10 liter rugzak nu dus 18 liter.\nKan dus meer meenemen.\nVeel vakken en haakjes.\nWeet alleen niet hoe waterdicht die is.', 'Mooi design. Handige vakken. Fijne aantrekriempjes om de tas plat te maken als die niet zo vol zit.', 'Stevige stof, mooie kleur. Heldere indeling en goed vak voor de laptop. Ruimte voor een dag weg.']","['Nog niet gevonden.', 'Nog niet een lange wandeltocht gemaakt, dus kan nog niet een volledige review geven.', 'Rugdeel neemt tijdens opbergen veel ruimte in. Zou ook zonder dit harde deel waarschijnlijk heel prettig zitten. Misschien uitneembaar maken.']"
NAADC60023,"[9, 10, 9]","['Dat ie voor vrouwen lichaam gemaakt is', 'Ligt en toch voldoende ruimte . Stof flexibel', 'Draagcomfort van deze rugzak is echt top! Ook de inhoud is zeer prettig, past meer in dan ik had verwacht.']","['Kan ik niet zeggen, want slechts 4 dgn mee gewandeld', 'Rugzak in een aanbieding gekocht, daarom besloten hem aan te schaffen. Vind de normale prijs aan de hoge kant.']"
NAADC80007,"[8, 10, 9]","['- veel ruimte. \n- goede pasvorm op de rug. \n- regenhoes\n- extra kleine opbergvakken in muts en zijkant van de rugzak', 'Overal is aan gedacht', 'het is een hele fijne rugzak die een niet zo lang achterpand heeft en ook een iets minder sterke bolling. Het voordeel hiervan is dat hij erg compact te maken is bij weinig vulling en nog steeds comfortabel is bij meer bepakking.']","['- saaie kleur: een ander vrolijk kleurtje zou ik wel fijner vinden.', 'Geen', 'Op zicht was een bevestigingpunt voor 2 riempjes onderaan nog wel wenselijk geweest, maar dan kan ik ook mn grotere rugzak pakken.']"
NAADF00001,"[9, 8, 9]","['Design\nKleur \nDraagcomfort', 'Fijne dagrugzak met twee aparte vakken en zijvakken voor flesjes. De rug voelt ook fijn en luchtig, weinig zweetvorming', 'Lichtgewicht\nDraagt fijn, mooie kleur (persoonlijk..)\nHeel blij mee']","['Kleinste vakje zou iets groter kunnen zijn.', 'De heupriem is dun en biedt weinig steun, dat is voor langere wandelingen een klein minpuntje..', 'Taille bandjes hadden iets breder mogen zijn\nAf en toe problemen met de gesp, vraagt aandacht om m goed te sluiten\nHad graag iets grotere rugzak  gehad 20-25 Ltr maar die is er niet']"
NAADF00001,"[8, 9, 9]","['Draagt goed, banden zijn in het begin wel behoorlijk stijf, dit zal nog wel soepeler worden.\nBrede top is erg fijn, dan kan laptop goed mee!', 'lekker luchtig bij  het dragen. voor de eerste keer gebruikt op de racefiets en de hele dag gedragen. Super draagcomfort en met het warme weer geen zwetende rug', 'goed draagcomfort, en voldoende vakken voor kleine spullen.']","['In mijn ""oude"" 22 ltr variant zat aan de binnenkant nog een ""mesh"" zakje met rits, daar kon bv makkelijk medicatie en paspoort in. Wil dat liever niet in t boven vakje bewaren ivm risico op vocht en toegankelijkheid. Ik ga iemand anders vragen om te proberen dit erin te maken. Dat mis ik echt.']"
NAADF00001,"[7, 8, 9]","['Prettig formaat en goede draagbanden', 'Fijne rugtas met goed draagcomfort. Door de compacte maat en model wordt je niet beperkt in je beweging. Met 18 ltr kan je genoeg meenemen. \n+ draagcomfort\n+ formaat\n+ laptop vak\n+ functioneel \n+ goede kwaliteit materialen']","['Zijvakjes. Te weinig stevig', 'Niet gemerkt', 'Geen, top rugtas.']"
NAADC60023,"[10, 9, 9]","['Goede pasvorm en maat waardoor je hem niet voelt.', 'Licht, draagt fijn, genoeg ruimte om een of twee dagen te trekken', 'Er prettig te dragen zelfs al er veel in de rugzak zit.']","['Ritsvakken op de heupen zitten bij mij wat ver naar achteren.', 'Niet waterdicht, geen regenhoes. Vrij prijzig', 'Geen regenhoes meegeleverd.']"
NAADF00001,"[10, 10, 9]","['Sterk, uitstekende kwaliteit. De maat is wat ik zocht. Ik kan mijn laptop en andere dingen zonder problemen meenemen.', 'Gemakkelijk te dragen', 'Lichtgewicht, niet overmatig veel vakken. Handig vakje bovenaan. Goede heupband']","['Ben zeer tevreden', 'Nog niets gevonden...']"
NAADF00001,"[10, 9, 8]","['Het deel om een waterzak in te doen.', 'Mooie maat voor als je wat kleiner bent. Veel functies. Handig klein geheim vakje bovenop. Heupriem.', 'Compact']","['Ik ben tot nu toe tevreden', 'Ik had nog wel meer aparte vakjes / ritsjes gewild.', 'Is redelijkaan de prijs']"
NAADC80007,"[9, 10, 9]","['Hele fijne rugzak, precies groot genoeg om mee te nemen als handbagage voor een week vakantie (past binnen de regels voor afmetingen van handbagage), of een trekkingstocht van één tot enkele dagen. Draagcomfort is groot! Je krijgt geen zweetrug. Handige vakken zoals bij een backpack. Mooie afwerking. Kortom: top rugzak die ik aan iedereen zou aanraden!', 'Draagt lekker licht en heeft voldoende bergruimte voor een drie tot vier daagse wandel tocht.\nRitjes in heupband super handig voor telefoon en andere kleine dingen waar je regelmatig bij wilt.', '- Is qua afmetingen geschikt voor handbagage in het vliegtuig. Je kan er super veel in meenemen! \n- Er is overal over nagedacht, zeer complete tas.']","['Gemaakt om slechts één - enkele dagen mee te wandelen, niet bedoeld om zware spullen in te stoppen (ik had er een matje, slaapzak, kleding voor 2 dagen en 2.5L aan waterflessen in, dat was eigenlijk wel aan de zware kant), dan verminderd het draagcomfort omdat de heupband simpelweg niet sterk genoeg is.', 'De regenhoes is knalrood, had misschien een andere kleur mogen zijn aangezien je tas al felblauw is met accenten.']"
NAADF00001,"[8, 8, 9]","['Slank model met erg veel opbergruimte icm mooi design.', 'Veel draag gemak', 'Compact, beperkt onnodig belast bij inpakken.']","['Gebruiksaanwijzing. Ik zoek nog steeds naar de functie van enkele bandjes/haakjes :)', 'Er zit geen regenhoes bij']"
NAADC60023,"[8, 8, 7]","['fijne tas qua grootte en draagcomfort. Aan de zijkant plaats voor drinkfles en dat vak is ook wat strakker aan te trekken zodat de fles er niet te snel uitvalt.\nDraagt prettig op de heupen', '- Groot vak waar veel in past\n- Extra klein vakje in groot vak\n- Heupband\n\nTas gebruikt voor dagwandelingen in Nieuw Zeeland, is goed bevallen!', 'Heb ik nog niet gebruikt, voelt goed op mijn rug, maar nog niet ""geladen"".\nGaat pas gebeuren tussen 14 en 22 maart']","['Mis aan de onderkant een jassen/slaapzak draagriem of draaghouder. Er zit geen regenhoes bij, dat is jammer.', '- Geen regenhoes\n- Geen makkelijk vakje voor telefoon (waar je tijdens wandelen bij kunt)', '??']"
NAADF00001,"[9, 9, 8]",['De kleine vakjes en de zijvakken.'],[]
NAADC80007,"[8, 8, 8]","['Fijne tas! Ik ben er blij mee. Goede pasvorm.', 'Goed draagsystem!', 'mooi systeem voor ventilatie op je rug\nzit lekker\nregenhoes erbij']","['Geen', 'Tot nu toe nog geen', 'weinig handige buitenritsvakjes']"
NAADC60023,"[9, 9, 9]","['Draagt heel fijn \nZelfs geheel vol past ie prima op de rug en voel je m bijna niet', 'Veel vakken\nMooie kleur \nDraagt licht en prettig', 'Tas draagt heerlijk. Handige vakjes voor alles dat je bij je hebt. Je merkt dat er goed over deze tas is nagedacht. Ik ben iedere keer weer verbaasd hoeveel er eigenlijk in past wanneer ik hem gebruik voor de boodschappen.']","['Er hadden wat meer binnen zakken in gemogen.', 'Kwetsbare naden', 'Ondanks het systeem om je rug koel te houden, is de tas met warm weer behoorlijk warm om te dragen.']"
NAADC60023,"[8, 8, 9]","['Stevige rugzak, geschikt voor dagwandelingen of korte trektochten. \nHeupband is erg fijn. \nSchouderbanden dragen prettig. \nZijvakken voor waterflesjes (e.d.) handig.', 'Rugzak zit prettig ook omdat het een heup band heeft .', 'Vormgeving en comfort.']","['Te weinig vakken aan de binnenkant, waardoor je veel moet graaien.\nGeen regenhoes.', 'jammer dat  de zijvakken ondiep zijn ,waterflesjes en paraplu,s zitten niet stevig .\nMidden vak weinig ruimte voor spullen .\nZij heup-vakjes zijn klein en ondiep .', 'Geen']"
NAADC60023,"[9, 8, 10]","['Hij zit als gegoten, goede kwaliteit', 'Fijne rugzak', 'Draagcomfort']","[""Ik mis aan de 'voorkant' van de tas, voor zover mogelijk (dan bedoel ik de schouderbanden of de vakjes in de heupriem) toch iets voor een telefoon. Dat die bereikbaar is zónder dat ik de tas af hoef te doen."", 'Behoorlijk duur\nOntbreekt tegenhoes', 'Geen regenhoes\nFlesjes vallen er makkelijk uit']"
NAADC60023,"[9, 8, 8]","['Goede uitleg bij aankoop', 'Handige rugzak']","['Geen regenhoes\nKleuren \nKlein zakje voor klein spul binnen in.', 'Dat er standaard geen regenhoes bijzit. Het is een dure rugzak en ik vind dat een hoes er gewoon bij moet zitten.']"
NAADC60023,"[10, 9, 10]","['Ligt en zit erg goed op de rug. Uberhaupt geen klachten meer.', 'Zit als gegoten', 'Licht, niet te groot en fijne opbergruimte.']","['Geen handleiding. Goede uitleg in de winkel', 'Geen idee nog...', 'Binnenin een extra vakje was fijn geweest. Maar dat is dan ook het enige, superfijne rugzak!']"
NAADE10002,"[8, 9, 8]","['Pasvorm', 'Prettige pasvorm, mooie kleur', 'Goed b ehandelbaar']","['...gebruik op lange termijn nog niet ervaren', 'Nee']"
NAADC60023,"[9, 9, 9]","['Een mooie tas met fijne gordels voor vast te maken.', 'draagcomfort en functionele vakken', 'De banden zijn breed en dun. Vormen zich mooi naar de schouders.\nHandige vakken bovenin waaruit je snel kleine dingetjes kunt pakken zonder dat je de hele rugzak moet doorzoeken.\nApart vak voor de drinkzak.']","['voor deze prijs standaard  regenhoes', 'Bijpassende regenhoes ontbreekt! Nu moet je er een van een algemeen merk gebruiken en dat past nooit zo goed als een originele merk-hoes']"
NAADE10002,"[10, 8, 5]","['Heerlijk draagcomfort, leuke kleur, genoeg vakjes en ritsen.', 'Draagt fijn, fijne vakjes', 'De rug is vrij om te ademen']","['Jammer dat geen valse in de draaien zien zoals bij de 25 liter wel t geval is', 'Veel te weinig ruimte door het ijzer frame wat bol naar binnen staat. Ik gebruik hem weinig.']"
NAADE10002,"[10, 9, 10]","['Goed draag comfort', 'Licht , praktische indeling en functionele bevestiging. Kortom een hele fijne rugzak', 'Stevige rugzak voor een dagje uit maar ook voor lange trekken. De regen cover vindt ik een goede idee.']","['Geen', 'Nog niet ontdekt', 'Geen']"
NAADE10002,"[10, 9, 10]","['Fijne rugzak die goed is af te stellen en nauwelijks voelbaar draagt. \nGoede vakverdeling.', 'Prettige rugzak voor een twee daagse trekking. Prima in te stellen op de juiste hoogte op mijn rug, fijn dat de rugzak niet tegen mijn rug aan zit maar wat ruimte ertussen heeft voor ventilatie.', '- hij draagt heel fijn, zowel volgepakt als ook met weinig spulletjes erin.\n- dat elastisch voorvak vind ik echt super..handschoenen, muts,buff...je hebt het makkelijk bij de hand.']","['Helemaal top, niets aan te verbeteren.', 'Had graag een klein rits zakje gehad op de heupband voor mijn telefoon of sleutels.', 'echt, serieus..ik heb er nog geen kunnen ontdekken tot nu toe. Ik heb hem nu een week gebruikt op een wandeltocht.']"
NAADC60023,"[8, 9, 9]","['Goed draag comfort', 'De heupband en het rugpand zijn heerlijk lucht doorlatend. Daarnaast is de rugzak volledig te verstellen (rugpand kan langer en korter, heupband, borstbandje etc.) waardoor de rugzak ontzettend comfortabel draagt. \nOok zijn de vele opbergmogelijkheden ideaal voor tijdens dagtochten, zo zijn mijn wandelstokken gemakkelijk op te bergen zonder de rugzak af te moeten doen.\nHet meshvak op de voorkant is ideaal voor het opbergen van een regenjas.', '* Zit heel lekker op je rug\n* Genoeg vakjes\n* drinkbekerzakken aan de zijkant kun je door een band extra stevig maken']","['Mist wat kleine buiten vakken', 'De heupband is niet heel wijd te verstellen, bij mij opzich geen probleem, maar kan mij voorstellen dat dit voor dames met een maatje meer daar wel last van hebben.\nDaarnaast is het jammer dat de rugzak niet waterdicht is en er dan een aparte hoes bij gekocht moet worden, terwijl deze er best bij geleverd mag worden voor deze prijs.', '* Valt iets kleiner uit dan ik had gedacht.']"
NAADE10002,"[8, 9, 10]","['Verschillende opbergvakken', 'Twee opbergvakken over de hele hoogte vd rugzak. Kan genoeg in voor een dagtocht en omdat het twee vakken zijn, zijn de spullen makkelijk terug te vinden. Plus apart klein vak (achter twee ritsen) voor bv portemonnee en/of iPhone.', 'Sluit fijn aan op de rug. Ook gevuld met veel gewicht voelt hij niet zwaar.']","['Niet mijn meest favoriete kleur, maar dat is persoonlijk. (En de handige indeling heeft dus de doorslag gegeven \uf60a)']"
NAADC60023,"[8, 8, 10]","['Volledig verstelbaar, ideaal!\nLicht qua gewicht, je voelt hem bijna niet op je rug.', 'De tas is lekker licht, er past een waterzak in en ik kan mijn wandelstokken eraan bevestigen. Helemaal top!', 'Hele fijne vakantierugzak!']","['Binnen zit 1 vakje/netje voor belangrijke spullen. Dit hadden er wel meer kunnen zijn.', 'De tas heeft één groot vak, waardoor het soms zoeken is naar spullen die onderin zijn verdaagd.']"
NAADC60023,"[9, 8, 8]",['De brede heupband waardoor het gewicht minder op de schouders terecht komt.'],"['De bevestiging op de heupen. Ik ben helemaal niet dik, maar met een dikke jas aan kunnen de banden maar net dichtgeklikt. Voor mij is dat geen zwak punt, maar misschien voor anderen']"
